"We can't find the role for the user you wanted.","Nu se poate găsi rolul pentru utilizatorul dorit de dumneavoastră.","module","Magento_Authorization"
"Something went wrong while compiling a list of allowed resources. You can find out more in the exceptions log.","A avut loc o eroare în timpul compilării unei liste cu resurse permise. Puteți afla detalii în jurnalul de excepții.","module","Magento_Authorization"
